pose23,
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.4100991487503052, y=0.4666484594345093, z=0.0738004595041275, visibility=0.9999789595603943, presence=0.9999966621398926)], ['Left Knee', NormalizedLandmark(x=0.42349544167518616, y=0.4675639569759369, z=-0.07387816905975342, visibility=0.9999708533287048, presence=0.9999853372573853)], ['Right Ankle', NormalizedLandmark(x=0.4584559202194214, y=0.540974497795105, z=0.17498618364334106, visibility=0.7703089118003845, presence=0.9999810457229614)], ['Left Ankle', NormalizedLandmark(x=0.48863542079925537, y=0.507082998752594, z=-0.03434645012021065, visibility=0.942748486995697, presence=0.999947190284729)], ['Right Heel', NormalizedLandmark(x=0.4706660807132721, y=0.6658293604850769, z=0.22767037153244019, visibility=0.8677406311035156, presence=0.9999033212661743)], ['Left Heel', NormalizedLandmark(x=0.4960077702999115, y=0.6472639441490173, z=0.03358066827058792, visibility=0.9270351529121399, presence=0.9997219443321228)], ['Right Foot Index', NormalizedLandmark(x=0.4693814218044281, y=0.6922875642776489, z=0.22978495061397552, visibility=0.9122101068496704, presence=0.9996650218963623)], ['Left Foot Index', NormalizedLandmark(x=0.4940747916698456, y=0.6834011077880859, z=0.040443237870931625, visibility=0.9153617024421692, presence=0.9996699094772339)]]"
1,"[['Right Knee', NormalizedLandmark(x=0.4175836741924286, y=0.46702009439468384, z=0.06764700263738632, visibility=0.9999783635139465, presence=0.9999982118606567)], ['Left Knee', NormalizedLandmark(x=0.4304369390010834, y=0.4717263877391815, z=-0.067728191614151, visibility=0.9999697804450989, presence=0.9999934434890747)], ['Right Ankle', NormalizedLandmark(x=0.4668688476085663, y=0.5570289492607117, z=0.17414464056491852, visibility=0.748400866985321, presence=0.9999752044677734)], ['Left Ankle', NormalizedLandmark(x=0.48535865545272827, y=0.5075028538703918, z=0.042060986161231995, visibility=0.9367030262947083, presence=0.9999115467071533)], ['Right Heel', NormalizedLandmark(x=0.46732595562934875, y=0.6711326837539673, z=0.25343066453933716, visibility=0.8621574640274048, presence=0.9998179078102112)], ['Left Heel', NormalizedLandmark(x=0.5159233212471008, y=0.5833906531333923, z=0.17429472506046295, visibility=0.9213116765022278, presence=0.9996341466903687)], ['Right Foot Index', NormalizedLandmark(x=0.46417132019996643, y=0.6958297491073608, z=0.25988709926605225, visibility=0.9040855169296265, presence=0.9993206262588501)], ['Left Foot Index', NormalizedLandmark(x=0.5152817964553833, y=0.6075085401535034, z=0.18854327499866486, visibility=0.9090923070907593, presence=0.9997102618217468)]]"
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.42287710309028625, y=0.46440836787223816, z=0.07722724974155426, visibility=0.9999798536300659, presence=0.9999994039535522)], ['Left Knee', NormalizedLandmark(x=0.43242359161376953, y=0.4676286280155182, z=-0.07734544575214386, visibility=0.9999718070030212, presence=0.9999978542327881)], ['Right Ankle', NormalizedLandmark(x=0.46036219596862793, y=0.5622586011886597, z=0.16444621980190277, visibility=0.7674095630645752, presence=0.9999817609786987)], ['Left Ankle', NormalizedLandmark(x=0.48298561573028564, y=0.4793265163898468, z=-0.09249460697174072, visibility=0.9428414702415466, presence=0.9999780654907227)], ['Right Heel', NormalizedLandmark(x=0.46671828627586365, y=0.6698238253593445, z=0.222371444106102, visibility=0.8736220598220825, presence=0.9998086094856262)], ['Left Heel', NormalizedLandmark(x=0.5308641791343689, y=0.5377379059791565, z=-0.0858849510550499, visibility=0.9287893772125244, presence=0.9998763799667358)], ['Right Foot Index', NormalizedLandmark(x=0.46305719017982483, y=0.6936621069908142, z=0.2267766296863556, visibility=0.9117149710655212, presence=0.9992144107818604)], ['Left Foot Index', NormalizedLandmark(x=0.533816933631897, y=0.573783278465271, z=-0.08428507298231125, visibility=0.9174933433532715, presence=0.9998146891593933)]]"
1.066666667,"[['Right Knee', NormalizedLandmark(x=0.4216417968273163, y=0.46373283863067627, z=0.08174248784780502, visibility=0.9999812245368958, presence=0.9999994039535522)], ['Left Knee', NormalizedLandmark(x=0.43062838912010193, y=0.4667738974094391, z=-0.08186288923025131, visibility=0.9999739527702332, presence=0.9999982118606567)], ['Right Ankle', NormalizedLandmark(x=0.4683855473995209, y=0.5522295236587524, z=0.10220815241336823, visibility=0.7844622731208801, presence=0.99998939037323)], ['Left Ankle', NormalizedLandmark(x=0.48728302121162415, y=0.4643642008304596, z=-0.05831186845898628, visibility=0.9479012489318848, presence=0.9999756813049316)], ['Right Heel', NormalizedLandmark(x=0.46641048789024353, y=0.6731674075126648, z=0.1306137889623642, visibility=0.88241046667099, presence=0.9998466968536377)], ['Left Heel', NormalizedLandmark(x=0.5360490679740906, y=0.539962887763977, z=-0.027311066165566444, visibility=0.9341263175010681, presence=0.9998005032539368)], ['Right Foot Index', NormalizedLandmark(x=0.4558890461921692, y=0.6939656138420105, z=0.13198427855968475, visibility=0.9176483750343323, presence=0.9992884397506714)], ['Left Foot Index', NormalizedLandmark(x=0.539309561252594, y=0.55951988697052, z=-0.02584146335721016, visibility=0.9235752820968628, presence=0.9997811913490295)]]"
pose45,
1.833333333,"[['Right Knee', NormalizedLandmark(x=0.5265729427337646, y=0.4470418095588684, z=0.03561130538582802, visibility=0.9999570846557617, presence=0.9999977350234985)], ['Left Knee', NormalizedLandmark(x=0.5606357455253601, y=0.44647037982940674, z=-0.035764552652835846, visibility=0.999974250793457, presence=0.9999969005584717)], ['Right Ankle', NormalizedLandmark(x=0.5680279731750488, y=0.47416961193084717, z=0.187605619430542, visibility=0.6514366269111633, presence=0.9999499320983887)], ['Left Ankle', NormalizedLandmark(x=0.5896177291870117, y=0.4744824171066284, z=0.04100280627608299, visibility=0.8967772126197815, presence=0.999943733215332)], ['Right Heel', NormalizedLandmark(x=0.5974020957946777, y=0.5147891044616699, z=0.27934932708740234, visibility=0.7749990820884705, presence=0.9999115467071533)], ['Left Heel', NormalizedLandmark(x=0.6093722581863403, y=0.5179091691970825, z=0.0660615786910057, visibility=0.9033406376838684, presence=0.9998267292976379)], ['Right Foot Index', NormalizedLandmark(x=0.5981927514076233, y=0.5183146595954895, z=0.265746146440506, visibility=0.8605403900146484, presence=0.9997902512550354)], ['Left Foot Index', NormalizedLandmark(x=0.6084299087524414, y=0.5245791077613831, z=0.06739623844623566, visibility=0.8970940113067627, presence=0.9997907280921936)]]"
1.866666667,"[['Right Knee', NormalizedLandmark(x=0.5228075981140137, y=0.45112988352775574, z=0.03514353930950165, visibility=0.9999565482139587, presence=0.9999969005584717)], ['Left Knee', NormalizedLandmark(x=0.5515304803848267, y=0.4486767649650574, z=-0.035275306552648544, visibility=0.9999731779098511, presence=0.9999972581863403)], ['Right Ankle', NormalizedLandmark(x=0.5675330758094788, y=0.48925670981407166, z=0.20046836137771606, visibility=0.6438483595848083, presence=0.9999898672103882)], ['Left Ankle', NormalizedLandmark(x=0.587706983089447, y=0.4571015238761902, z=0.10068664699792862, visibility=0.88215172290802, presence=0.9999940395355225)], ['Right Heel', NormalizedLandmark(x=0.6049938201904297, y=0.5247110724449158, z=0.3300878405570984, visibility=0.7863337993621826, presence=0.9999699592590332)], ['Left Heel', NormalizedLandmark(x=0.6121947169303894, y=0.4932214319705963, z=0.25442907214164734, visibility=0.9000826478004456, presence=0.9999887943267822)], ['Right Foot Index', NormalizedLandmark(x=0.6047794222831726, y=0.5339765548706055, z=0.3415440022945404, visibility=0.8635637760162354, presence=0.9999191761016846)], ['Left Foot Index', NormalizedLandmark(x=0.6143890619277954, y=0.5009397268295288, z=0.2705121338367462, visibility=0.8920731544494629, presence=0.9999891519546509)]]"
1.9,"[ ['Right Knee', NormalizedLandmark(x=0.5404756665229797, y=0.44991999864578247, z=-0.040721237659454346, visibility=0.9999755024909973, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.5104161500930786, y=0.44570261240005493, z=0.04074852913618088, visibility=0.9999591112136841, presence=0.9999983310699463)],  ['Right Ankle', NormalizedLandmark(x=0.5765705704689026, y=0.487726092338562, z=0.09296108037233353, visibility=0.8930582404136658, presence=0.9999967813491821)],['Left Ankle', NormalizedLandmark(x=0.552349328994751, y=0.47326841950416565, z=0.2617800533771515, visibility=0.6187660694122314, presence=0.9999773502349854)],  ['Right Heel', NormalizedLandmark(x=0.60828697681427, y=0.5365723371505737, z=0.23064516484737396, visibility=0.9093601703643799, presence=0.9999717473983765)], ['Left Heel', NormalizedLandmark(x=0.598355770111084, y=0.4771582782268524, z=0.45474183559417725, visibility=0.7798668146133423, presence=0.9999594688415527)],  ['Right Foot Index', NormalizedLandmark(x=0.6125588417053223, y=0.5437256097793579, z=0.24530735611915588, visibility=0.9014868140220642, presence=0.9999687671661377)], ['Left Foot Index', NormalizedLandmark(x=0.6000456809997559, y=0.500713050365448, z=0.4736597239971161, visibility=0.8587867021560669, presence=0.9999138116836548)]]"
1.933333333,"[ ['Right Knee', NormalizedLandmark(x=0.5373495221138, y=0.4521665871143341, z=-0.040152713656425476, visibility=0.999977171421051, presence=0.9999990463256836)], ['Left Knee', NormalizedLandmark(x=0.506725013256073, y=0.4459989666938782, z=0.04016777127981186, visibility=0.9999597668647766, presence=0.9999971389770508)],  ['Right Ankle', NormalizedLandmark(x=0.571760892868042, y=0.48974281549453735, z=0.08615592122077942, visibility=0.899005115032196, presence=0.9999954700469971)], ['Left Ankle', NormalizedLandmark(x=0.5496728420257568, y=0.4730939269065857, z=0.23249012231826782, visibility=0.5795532464981079, presence=0.9999740123748779)],  ['Right Heel', NormalizedLandmark(x=0.6071798205375671, y=0.5385972857475281, z=0.22299906611442566, visibility=0.9161234498023987, presence=0.999968409538269)], ['Left Heel', NormalizedLandmark(x=0.5968329906463623, y=0.48948559165000916, z=0.4007730185985565, visibility=0.7636198997497559, presence=0.999953031539917)],  ['Right Foot Index', NormalizedLandmark(x=0.613402783870697, y=0.546883225440979, z=0.23674388229846954, visibility=0.9068148732185364, presence=0.9999622106552124)], ['Left Foot Index', NormalizedLandmark(x=0.6011869311332703, y=0.5032914876937866, z=0.4169757068157196, visibility=0.8439780473709106, presence=0.9998924732208252)],]"
1.966666667,"[['Right Knee', NormalizedLandmark(x=0.5003744959831238, y=0.4464734196662903, z=0.05273200571537018, visibility=0.9999499320983887, presence=0.9999898672103882)], ['Left Knee', NormalizedLandmark(x=0.5266895294189453, y=0.4454042315483093, z=-0.05287589877843857, visibility=0.9999613761901855, presence=0.9999828338623047)], ['Right Ankle', NormalizedLandmark(x=0.5484654307365417, y=0.48599740862846375, z=0.1415935903787613, visibility=0.5607492923736572, presence=0.9999725818634033)], ['Left Ankle', NormalizedLandmark(x=0.5655719637870789, y=0.44216710329055786, z=0.12275882065296173, visibility=0.8194656372070312, presence=0.9999508857727051)], ['Right Heel', NormalizedLandmark(x=0.5959408283233643, y=0.5398700833320618, z=0.19165901839733124, visibility=0.7517929673194885, presence=0.9993317723274231)], ['Left Heel', NormalizedLandmark(x=0.5569262504577637, y=0.4671441316604614, z=0.3024807870388031, visibility=0.8317298293113708, presence=0.9997709393501282)], ['Right Foot Index', NormalizedLandmark(x=0.5993270874023438, y=0.5522798895835876, z=0.19584712386131287, visibility=0.8379055857658386, presence=0.9975653886795044)], ['Left Foot Index', NormalizedLandmark(x=0.5491344928741455, y=0.4844392240047455, z=0.3210977017879486, visibility=0.826122522354126, presence=0.9997733235359192)]]"
pose46,
1.7,"[['Right Knee', NormalizedLandmark(x=0.574063777923584, y=0.5340778231620789, z=0.036751843988895416, visibility=0.9999808073043823, presence=0.9999980926513672)], ['Left Knee', NormalizedLandmark(x=0.6023378372192383, y=0.5317756533622742, z=-0.036874957382678986, visibility=0.9999862909317017, presence=0.9999986886978149)], ['Right Ankle', NormalizedLandmark(x=0.6128959059715271, y=0.5679505467414856, z=0.09160585701465607, visibility=0.7817365527153015, presence=0.9998782873153687)], ['Left Ankle', NormalizedLandmark(x=0.6396363377571106, y=0.5648843050003052, z=-0.03738810122013092, visibility=0.9025696516036987, presence=0.9999326467514038)], ['Right Heel', NormalizedLandmark(x=0.6261899471282959, y=0.6204104423522949, z=0.11097529530525208, visibility=0.8811900019645691, presence=0.9996922016143799)], ['Left Heel', NormalizedLandmark(x=0.6480515599250793, y=0.6222447752952576, z=-0.010611118748784065, visibility=0.9088212251663208, presence=0.9996902942657471)], ['Right Foot Index', NormalizedLandmark(x=0.6215246319770813, y=0.6294535398483276, z=0.11050024628639221, visibility=0.9170911908149719, presence=0.999195396900177)], ['Left Foot Index', NormalizedLandmark(x=0.6446163058280945, y=0.6292223930358887, z=-0.008870354853570461, visibility=0.9041378498077393, presence=0.9995705485343933)]]"
1.733333333,"[['Right Knee', NormalizedLandmark(x=0.5737408995628357, y=0.5365844964981079, z=0.04383564367890358, visibility=0.9999806880950928, presence=0.9999986886978149)], ['Left Knee', NormalizedLandmark(x=0.5977170467376709, y=0.5331056714057922, z=-0.04396693781018257, visibility=0.9999861121177673, presence=0.9999985694885254)], ['Right Ankle', NormalizedLandmark(x=0.6105836033821106, y=0.5789284110069275, z=0.12637455761432648, visibility=0.7825635671615601, presence=0.9999779462814331)], ['Left Ankle', NormalizedLandmark(x=0.6395062804222107, y=0.5546083450317383, z=0.054353199899196625, visibility=0.9021025896072388, presence=0.9999638795852661)], ['Right Heel', NormalizedLandmark(x=0.6203872561454773, y=0.6378945708274841, z=0.15650519728660583, visibility=0.8857392072677612, presence=0.9998612403869629)], ['Left Heel', NormalizedLandmark(x=0.660254180431366, y=0.6013695597648621, z=0.1392035186290741, visibility=0.9088164567947388, presence=0.9998623132705688)], ['Right Foot Index', NormalizedLandmark(x=0.6172086596488953, y=0.6484760642051697, z=0.15721403062343597, visibility=0.918197512626648, presence=0.9995620846748352)], ['Left Foot Index', NormalizedLandmark(x=0.6584599018096924, y=0.6106899380683899, z=0.1475900113582611, visibility=0.9047573208808899, presence=0.9998641014099121)]]"
1.766666667,"[['Right Knee', NormalizedLandmark(x=0.5721607208251953, y=0.5385074615478516, z=0.06021030992269516, visibility=0.9999805092811584, presence=0.9999983310699463)], ['Left Knee', NormalizedLandmark(x=0.597212553024292, y=0.532692015171051, z=-0.060339584946632385, visibility=0.9999855756759644, presence=0.9999984502792358)], ['Right Ankle', NormalizedLandmark(x=0.6094393730163574, y=0.5849992632865906, z=0.14232264459133148, visibility=0.7852551341056824, presence=0.999983549118042)], ['Left Ankle', NormalizedLandmark(x=0.6392918825149536, y=0.5517247915267944, z=0.06182759255170822, visibility=0.903672993183136, presence=0.9999698400497437)], ['Right Heel', NormalizedLandmark(x=0.6170390844345093, y=0.6452885866165161, z=0.21702110767364502, visibility=0.8911898136138916, presence=0.9998080134391785)], ['Left Heel', NormalizedLandmark(x=0.6688926219940186, y=0.5801625847816467, z=0.17955762147903442, visibility=0.9117022752761841, presence=0.9998641014099121)], ['Right Foot Index', NormalizedLandmark(x=0.6152257919311523, y=0.6562773585319519, z=0.2221287041902542, visibility=0.9197641611099243, presence=0.9992266893386841)], ['Left Foot Index', NormalizedLandmark(x=0.6694502234458923, y=0.5897852778434753, z=0.19086186587810516, visibility=0.9073190093040466, presence=0.9998763799667358)]]"
